https://www.muslimownedsg.com/	ok	muslimownedsg.com.png	https://www.muslimownedsg.com/
https://mycired.org	ok	mycired.org.png	https://mycired.org
https://sabhindoconsulting.com/	ok	sabhindoconsulting.com.png	https://sabhindoconsulting.com/
https://udianasilverclass.id	ok	udianasilverclass.id.png	https://udianasilverclass.id
https://emasestate.com	ok	emasestate.com.png	https://emasestate.com
https://vastbali.com	ok	vastbali.com.png	https://vastbali.com
https://azfiananuar.com	ok	azfiananuar.com.png	https://azfiananuar.com
https://studiofive.group	ok	studiofive.group.png	https://studiofive.group
https://studiofiveweddings.com	ok	studiofiveweddings.com.png	https://studiofiveweddings.com
https://studiofivespaces.com	ok	studiofivespaces.com.png	https://studiofivespaces.com
https://studiofivecorp.com	ok	studiofivecorp.com.png	https://studiofivecorp.com
https://studiofivepixels.com	ok	studiofivepixels.com.png	https://studiofivepixels.com
https://printhouse.com.sg	ok	printhouse.com.sg.png	https://printhouse.com.sg
https://straitsbunkering.com	ok	straitsbunkering.com.png	none
https://straitsbunkering.ae	ok	straitsbunkering.ae.png	none
https://enghuaco.com	ok	enghuaco.com.png	none
https://siriusoilinternational.com	ok	siriusoilinternational.com.png	none
https://www.beforethewinsummit.com/	ok	beforethewinsummit.com.png	none
https://suite.studiofiveweddings.com	ok	suite.studiofiveweddings.com.png	none
https://tracker.studiofiveweddings.com	ok	tracker.studiofiveweddings.com.png	none
https://chapter5.studiofiveweddings.com	ok	chapter5.studiofiveweddings.com.png	none
https://terrafarms.id	ok	terrafarms.id.png	none
https://aksarabali.doniwirawan.xyz	ok	aksarabali.doniwirawan.xyz.png	none
https://ascent-analytics.doniwirawan.xyz	ok	ascent-analytics.doniwirawan.xyz.png	none
https://bikefit.doniwirawan.xyz	ok	bikefit.doniwirawan.xyz.png	none
https://spmbbali.doniwirawan.xyz	ok	spmbbali.doniwirawan.xyz.png	none
